#separator:comma,,,,,,,,,,,,,,
#html:true,,,,,,,,,,,,,,
#deck column:1,,,,,,,,,,,,,,
#tags column:15,,,,,,,,,,,,,,
#columns:Deck,Word,EntryUUID,CardUUID,PartOfSpeech,Grammar,PronunciationIPA,WordAudioURL,DefinitionHTML,Example1HTML,Example2HTML,Example3HTML,Example4HTML,Example5HTML,Tags
COCA-English::01-00001-01000,at,3a8b7152-62a2-49ea-9e58-af3e03be2f12,b4ba0921-8fb8-5d15-aea8-e85a864f6cc5,preposition,,ˈæt,https://media.merriam-webster.com/audio/prons/en/us/mp3/a/at000001.mp3,used to indicate a rate,They sell <em>at</em> [=<em>for</em>] a dollar a dozen. [=each dozen costs one dollar],,,,,COCA-English::2026-04-04 COCA-English::01-00001-01000
COCA-English::01-00001-01000,at,3a8b7152-62a2-49ea-9e58-af3e03be2f12,2b467d7f-662b-5bcd-95cc-a31be81c041c,preposition,,ˈæt,https://media.merriam-webster.com/audio/prons/en/us/mp3/a/at000001.mp3,used to indicate an age or time,He plans to retire <em>at</em> (age) 65.,He called us <em>at</em> (about/exactly) 9 o'clock on July 24.,<em>at</em> dawn/noon/sunset/night,I still think of her <em>at</em> certain moments/times.,He was president of the company <em>at</em> (the time of) his death.,COCA-English::2026-04-04 COCA-English::01-00001-01000
COCA-English::01-00001-01000,at,3a8b7152-62a2-49ea-9e58-af3e03be2f12,cac57ac9-74f1-539a-a49f-3b96fd9c3793,preposition,,ˈæt,https://media.merriam-webster.com/audio/prons/en/us/mp3/a/at000001.mp3,used to indicate the method by which something is done,The property was sold <em>at</em> auction.,,,,,COCA-English::2026-04-04 COCA-English::01-00001-01000
COCA-English::01-00001-01000,at,3a8b7152-62a2-49ea-9e58-af3e03be2f12,a3933dce-4df3-51a1-ad7c-ad31efd1e592,preposition,,ˈæt,https://media.merriam-webster.com/audio/prons/en/us/mp3/a/at000001.mp3,"used in phrases like <em>at best</em>, <em>at worst</em>, etc., to indicate a possible result or condition that is considered best, worst, etc.",The company will make a small profit <em>at best</em> this year. [=it is not possible that the company will earn anything better/more than a small profit],We might be 5 or 10 minutes late <em>at worst</em>. [=we will not be more than 5 or 10 minutes late],We should arrive by noon <em>at the latest</em>. [=we should not arrive later than noon],,,COCA-English::2026-04-04 COCA-English::01-00001-01000
COCA-English::01-00001-01000,at,3a8b7152-62a2-49ea-9e58-af3e03be2f12,158693c0-058c-52f9-b551-7f2a61769e8a,preposition,,ˈæt,https://media.merriam-webster.com/audio/prons/en/us/mp3/a/at000001.mp3,"used in phrases like <em>at its best</em>, <em>at its worst</em>, etc., to indicate that something or someone is as good, bad, etc., as possible",This is baseball <em>at its best</em>.,"He's often rude, and last night he was <em>at his worst</em>.",,,,COCA-English::2026-04-04 COCA-English::01-00001-01000
COCA-English::01-00001-01000,what,06915923-627c-4de1-b834-dc4a135c633d,587192ef-8829-519f-8c9c-288ae920042e,pronoun,,ˈwɑːt,https://media.merriam-webster.com/audio/prons/en/us/mp3/w/what0002.mp3,used to ask for information about someone or something,<em>What</em> is your name?,<em>What</em> are those things on the table?,<em>What</em>'s your family like?,<em>What</em> happened?,<em>What</em> [=how much] does it cost?,COCA-English::2026-04-04 COCA-English::01-00001-01000
COCA-English::01-00001-01000,what,06915923-627c-4de1-b834-dc4a135c633d,8562f042-253a-5624-af53-17d89c3b2a88,pronoun,,ˈwɑːt,https://media.merriam-webster.com/audio/prons/en/us/mp3/w/what0002.mp3,used to describe a question,Please ask them <em>what</em> they want for dinner.,They asked her <em>what</em> she knew about him.,I wonder <em>what</em> his motives were.,,,COCA-English::2026-04-04 COCA-English::01-00001-01000
COCA-English::01-00001-01000,what,06915923-627c-4de1-b834-dc4a135c633d,6abfbc25-c858-50a7-87c2-9cf80aa0b33c,pronoun,,ˈwɑːt,https://media.merriam-webster.com/audio/prons/en/us/mp3/w/what0002.mp3,used to ask someone to say something again because you have not clearly heard or understood it often used to show surprise about the thing that someone has just said,<em>What</em> did you say? = (<em>informal</em>) <em>What</em>?,"""And then I said that he could go to hell."" ""You said <em>what</em>?!""",She did <em>what</em>?!,<em>What</em>? I don't believe it. You must be joking!,,COCA-English::2026-04-04 COCA-English::01-00001-01000
COCA-English::01-00001-01000,what,06915923-627c-4de1-b834-dc4a135c633d,4a6266e6-f890-5ad1-9c0a-d79a572f67ad,pronoun,,ˈwɑːt,https://media.merriam-webster.com/audio/prons/en/us/mp3/w/what0002.mp3,"used to express surprise, excitement, etc.","<em>What</em>, no breakfast?","""Have you heard? They won!"" ""<em>What</em>!? That's great!""",,,,COCA-English::2026-04-04 COCA-English::01-00001-01000
COCA-English::01-00001-01000,what,06915923-627c-4de1-b834-dc4a135c633d,9d2f95bc-6317-54a2-8cd4-090b5d01bbc9,pronoun,,ˈwɑːt,https://media.merriam-webster.com/audio/prons/en/us/mp3/w/what0002.mp3,used to ask what someone's last name is,"""Her name's Kathy."" ""Kathy <em>what</em>?""",,,,,COCA-English::2026-04-04 COCA-English::01-00001-01000
COCA-English::01-00001-01000,what,06915923-627c-4de1-b834-dc4a135c633d,d19802b0-fe44-5a22-94c7-8e7795f771cd,pronoun,,ˈwɑːt,https://media.merriam-webster.com/audio/prons/en/us/mp3/w/what0002.mp3,that which : the one or ones that,He has no income but <em>what</em> he gets from his writing. [=he has no income except for the income he gets from his writing],"""Do you have any other sizes?"" ""No, only <em>what</em> you see here.""",,,,COCA-English::2026-04-04 COCA-English::01-00001-01000
COCA-English::01-00001-01000,what,06915923-627c-4de1-b834-dc4a135c633d,55f0182f-b095-5ff1-93eb-d38cb9815a23,pronoun,,ˈwɑːt,https://media.merriam-webster.com/audio/prons/en/us/mp3/w/what0002.mp3,the kind that : the same as,The speech was very much <em>what</em> everyone expected.,My memory isn't <em>what it used to be</em>. [=it is not as good as it used to be],,,,COCA-English::2026-04-04 COCA-English::01-00001-01000
COCA-English::01-00001-01000,what,06915923-627c-4de1-b834-dc4a135c633d,2a18ea71-4edf-5c2e-94e0-579e64315e5e,pronoun,,ˈwɑːt,https://media.merriam-webster.com/audio/prons/en/us/mp3/w/what0002.mp3,something that,The dog is chewing on <em>what</em> appears to be a sock.,It was the beginning of <em>what</em> turned out to be a long and successful career.,,,,COCA-English::2026-04-04 COCA-English::01-00001-01000
COCA-English::01-00001-01000,what,06915923-627c-4de1-b834-dc4a135c633d,b9f8554e-905b-5732-b16a-1b129316b4cf,pronoun,,ˈwɑːt,https://media.merriam-webster.com/audio/prons/en/us/mp3/w/what0002.mp3,the thing or things that often followed by <em>to + verb</em> <em>Guess what</em> is often used to tell someone that you have surprising news.,<em>What</em> you need is a vacation. [=you need a vacation],<em>What</em> made me angry was how he treated you. [=it was the way he treated you that made me angry],<em>What</em> matters most is your safety. = Your safety is <em>what</em> matters most.,Romance novels are <em>what</em> she enjoys reading.,Do <em>what</em> you're told.,COCA-English::2026-04-04 COCA-English::01-00001-01000
COCA-English::01-00001-01000,what,06915923-627c-4de1-b834-dc4a135c633d,b174d21f-b79d-515e-a993-92ab45d41c60,pronoun,,ˈwɑːt,https://media.merriam-webster.com/audio/prons/en/us/mp3/w/what0002.mp3,anything or everything that : whatever,"Say <em>what</em> you will, my opinion won't change. [=nothing you can say will change my opinion]",Take <em>what</em> you need. [=take anything that you need],,,,COCA-English::2026-04-04 COCA-English::01-00001-01000
COCA-English::01-00001-01000,what,06915923-627c-4de1-b834-dc4a135c633d,b49ed0e9-3b7c-5ca3-850d-b96ed2af790a,pronoun,,ˈwɑːt,https://media.merriam-webster.com/audio/prons/en/us/mp3/w/what0002.mp3,used to direct attention to something that you are about to say,I'll tell you <em>what</em> I'm going to do: I'm going to let you have it for 30 percent off.,"I'll tell you <em>what</em>. If he thinks I'm cleaning up this mess, he's wrong.",Tell you <em>what</em>—let's eat out tonight.,"""It's not worth the money."" ""You know <em>what</em>—you're right.""",,COCA-English::2026-04-04 COCA-English::01-00001-01000
COCA-English::01-00001-01000,what,f761216d-a50a-49c3-9be7-894ad209be3b,584103b2-0733-527c-93d4-a0aac812278f,adjective,,ˈwɑːt,https://media.merriam-webster.com/audio/prons/en/us/mp3/w/what0002.mp3,used to ask someone to indicate the identity or nature of someone or something,<em>What</em> fool told you that?,<em>What</em> book did you read?,<em>What</em> news have you heard from him?,In <em>what</em> way are these two stories the same?,"We won the war, but <em>at what price</em>? [=did we lose or give up too much in order to win the war?]",COCA-English::2026-04-04 COCA-English::01-00001-01000
COCA-English::01-00001-01000,what,f761216d-a50a-49c3-9be7-894ad209be3b,789dee05-ba03-5077-b590-4252d9d512f2,adjective,,ˈwɑːt,https://media.merriam-webster.com/audio/prons/en/us/mp3/w/what0002.mp3,used to say that someone or something is remarkable for having good or bad qualities,<em>What</em> a good idea!,<em>What</em> mountains!,Remember <em>what</em> fun we had?,<em>What</em> a horrible movie!,<em>What</em> a beautiful child.,COCA-English::2026-04-04 COCA-English::01-00001-01000
COCA-English::01-00001-01000,what,f761216d-a50a-49c3-9be7-894ad209be3b,75b05b31-0963-549d-96a5-f9c6d7cde194,adjective,,ˈwɑːt,https://media.merriam-webster.com/audio/prons/en/us/mp3/w/what0002.mp3,"used to refer to an amount that someone has, uses, etc.",She gave <em>what</em> money she had [=she gave all the money she had] to the homeless man.,Give <em>what</em> excuses you will—it makes no difference. [=no excuses that you may give will make any difference],He soon gambled away <em>what</em> (little) money he had left.,We spent <em>what</em> (little) time remained chatting.,,COCA-English::2026-04-04 COCA-English::01-00001-01000
COCA-English::01-00001-01000,what,ce3afb4b-a7c0-46ee-a416-529eddbc15ff,7b5c3991-1923-541b-8a93-93c6d49de8cd,adverb,,ˈwɑːt,https://media.merriam-webster.com/audio/prons/en/us/mp3/w/what0002.mp3,in what way,<em>What</em> [=<em>how</em>] does it matter?,<em>What</em> does she care? [=why is it important to her?],,,,COCA-English::2026-04-04 COCA-English::01-00001-01000
COCA-English::01-00001-01000,his,6fd4c260-8af2-4526-a623-64249758b1d9,6a3dba87-2d53-59cf-9694-b3aad8d71b56,adjective,,ˈhɪz,https://media.merriam-webster.com/audio/prons/en/us/mp3/h/his00001.mp3,"relating to or belonging to a certain man, boy, or male animal made or done by a certain man, boy, or male animal",He bought <em>his</em> own house.,<em>His</em> house is out in the country.,What is <em>his</em> name?,He sat quietly at <em>his</em> desk.,I would like to read some of <em>his</em> essays.,COCA-English::2026-04-04 COCA-English::01-00001-01000
COCA-English::01-00001-01000,his,6fd4c260-8af2-4526-a623-64249758b1d9,eebc2ec6-dc58-5c31-b2d5-093bbd910e7a,adjective,,ˈhɪz,https://media.merriam-webster.com/audio/prons/en/us/mp3/h/his00001.mp3,used to refer to a person of either sex in general statements or when the sex of the person is unknown This use of <em>his</em> was common in the past but is now often avoided because it is considered sexist.,Each student should do <em>his</em> own work. [=each student should do his or her own work; all students should do their own work],,,,,COCA-English::2026-04-04 COCA-English::01-00001-01000
COCA-English::01-00001-01000,his,5cceb1a5-f53f-409c-b92d-7906a2e5009b,f8a16ec2-eeec-5892-b3d8-b0d1d0704014,pronoun,,ˈhɪz,https://media.merriam-webster.com/audio/prons/en/us/mp3/h/his00001.mp3,that which belongs to or is connected with him : his one : his ones,The book is <em>his</em>. [=the book belongs to him; it is his book],My eyes are blue and <em>his</em> are brown.,The red car is mine; <em>his</em> is the green one.,Are you a friend <em>of his</em>? [=are you his friend?],That face <em>of his</em> [=his face] is hard to forget.,COCA-English::2026-04-04 COCA-English::01-00001-01000
COCA-English::01-00001-01000,his,5cceb1a5-f53f-409c-b92d-7906a2e5009b,8603750d-8972-5fed-b526-a831f7572d07,pronoun,,ˈhɪz,https://media.merriam-webster.com/audio/prons/en/us/mp3/h/his00001.mp3,his home,Let's go back to <em>his</em> [=<em>his place</em>] after the show.,,,,,COCA-English::2026-04-04 COCA-English::01-00001-01000
COCA-English::01-00001-01000,from,0640d676-d0c9-4742-9f25-50b6a6a64a29,7911b9dd-ef62-5305-8e01-3d37bc62524c,preposition,,ˈfrʌm,https://media.merriam-webster.com/audio/prons/en/us/mp3/f/from0001.mp3,used to indicate the starting point of a physical movement or action,He drove here <em>from</em> the city.,He set out <em>from</em> town this morning.,She took a fall <em>from</em> a horse.,The cat came out <em>from</em> under the table.,,COCA-English::2026-04-04 COCA-English::01-00001-01000
COCA-English::01-00001-01000,from,0640d676-d0c9-4742-9f25-50b6a6a64a29,af6dac82-3460-530f-a189-2fa25574f208,preposition,,ˈfrʌm,https://media.merriam-webster.com/audio/prons/en/us/mp3/f/from0001.mp3,used to indicate the place that something comes out of,He took a dime <em>from</em> [=<em>out of</em>] his pocket.,,,,,COCA-English::2026-04-04 COCA-English::01-00001-01000
COCA-English::01-00001-01000,from,0640d676-d0c9-4742-9f25-50b6a6a64a29,1c65b343-e40c-59a0-9d45-b484dffb82b9,preposition,,ˈfrʌm,https://media.merriam-webster.com/audio/prons/en/us/mp3/f/from0001.mp3,used to indicate the place where someone lives or was born,My family is/comes originally <em>from</em> Italy.,Where are you <em>from</em>? = Where do you come <em>from</em>?,,,,COCA-English::2026-04-04 COCA-English::01-00001-01000
COCA-English::01-00001-01000,from,0640d676-d0c9-4742-9f25-50b6a6a64a29,9c3030cf-fdce-5610-aca2-53c815576946,preposition,,ˈfrʌm,https://media.merriam-webster.com/audio/prons/en/us/mp3/f/from0001.mp3,used to indicate the starting or central point of any activity,She looked at me <em>from</em> under her glasses.,He spoke <em>from</em> the heart.,She watched us <em>from</em> across the street.,,,COCA-English::2026-04-04 COCA-English::01-00001-01000
COCA-English::01-00001-01000,from,0640d676-d0c9-4742-9f25-50b6a6a64a29,fa3c48f8-c0cd-5124-abd6-ee69ff158cf1,preposition,,ˈfrʌm,https://media.merriam-webster.com/audio/prons/en/us/mp3/f/from0001.mp3,used to indicate the starting point in measuring something,The meeting is scheduled for a week <em>from</em> today.,It's 20 miles <em>from</em> here to the nearest town.,They were married three years <em>from</em> that day.,<em>From</em> childhood (onward) he displayed unusual musical talent.,,COCA-English::2026-04-04 COCA-English::01-00001-01000
COCA-English::01-00001-01000,from,0640d676-d0c9-4742-9f25-50b6a6a64a29,0cc0e8a7-446b-517c-86d4-4459dcb5cdca,preposition,,ˈfrʌm,https://media.merriam-webster.com/audio/prons/en/us/mp3/f/from0001.mp3,used to indicate a physical separation between two things,An ocean separates America <em>from</em> Europe.,,,,,COCA-English::2026-04-04 COCA-English::01-00001-01000
COCA-English::01-00001-01000,from,0640d676-d0c9-4742-9f25-50b6a6a64a29,81b9efec-04b3-5a76-8022-9aa1d79c5fbc,preposition,,ˈfrʌm,https://media.merriam-webster.com/audio/prons/en/us/mp3/f/from0001.mp3,"used to indicate something that is removed, released, blocked, or prevented",This lotion provides protection <em>from</em> the sun.,relief <em>from</em> anxiety,They asked him to refrain <em>from</em> interrupting.,They have no right to exclude her <em>from</em> membership.,The dictator fell <em>from</em> power.,COCA-English::2026-04-04 COCA-English::01-00001-01000
COCA-English::01-00001-01000,from,0640d676-d0c9-4742-9f25-50b6a6a64a29,dbcbe404-5c30-525d-9ee6-97ddafdfd3cb,preposition,,ˈfrʌm,https://media.merriam-webster.com/audio/prons/en/us/mp3/f/from0001.mp3,used to indicate change to a different state or condition,Things have gone <em>from</em> bad to worse.,They were transformed <em>from</em> raw recruits into trained soldiers.,,,,COCA-English::2026-04-04 COCA-English::01-00001-01000
COCA-English::01-00001-01000,from,0640d676-d0c9-4742-9f25-50b6a6a64a29,97124a09-f4c1-51e9-a5a8-611829314c9d,preposition,,ˈfrʌm,https://media.merriam-webster.com/audio/prons/en/us/mp3/f/from0001.mp3,used to indicate the material that is used to make something,Wine is made <em>from</em> grapes.,a doll made <em>from</em> cloth,,,,COCA-English::2026-04-04 COCA-English::01-00001-01000
COCA-English::01-00001-01000,from,0640d676-d0c9-4742-9f25-50b6a6a64a29,14b9cfc9-b34a-56d8-bb0a-bff5531abbf6,preposition,,ˈfrʌm,https://media.merriam-webster.com/audio/prons/en/us/mp3/f/from0001.mp3,used to indicate the source of something,I'm expecting a call <em>from</em> my lawyer.,All his problems have come <em>from</em> that one bad decision.,She received a letter <em>from</em> home.,reading aloud <em>from</em> a book,He inherited a love of music <em>from</em> his father.,COCA-English::2026-04-04 COCA-English::01-00001-01000
COCA-English::01-00001-01000,from,0640d676-d0c9-4742-9f25-50b6a6a64a29,147300a0-4a24-5311-86db-63382ebf4303,preposition,,ˈfrʌm,https://media.merriam-webster.com/audio/prons/en/us/mp3/f/from0001.mp3,used to indicate the basis or cause of something,We conclude <em>from</em> this that no changes are necessary.,He's suffering <em>from</em> a bad cold.,They were weak <em>from</em> hunger.,I could tell she was angry <em>from</em> [=<em>by</em>] the look on her face.,,COCA-English::2026-04-04 COCA-English::01-00001-01000
COCA-English::01-00001-01000,from,0640d676-d0c9-4742-9f25-50b6a6a64a29,57d9a90c-b8f1-57e2-90f1-58b5ee964438,preposition,,ˈfrʌm,https://media.merriam-webster.com/audio/prons/en/us/mp3/f/from0001.mp3,"used to indicate the lowest point, amount, etc., in a range",These parts cost (anywhere/anything) <em>from</em> $5 to $10.,"It's anywhere <em>from</em> $50,000 on up. [=it is at least $50,000 and could be more]",,,,COCA-English::2026-04-04 COCA-English::01-00001-01000
COCA-English::01-00001-01000,from,0640d676-d0c9-4742-9f25-50b6a6a64a29,4b045f98-8765-517e-b849-29560c14576d,preposition,,ˈfrʌm,https://media.merriam-webster.com/audio/prons/en/us/mp3/f/from0001.mp3,used to indicate the group or number of people or things out of which someone or something is chosen or selected,She was chosen <em>from</em> a large number of competitors.,,,,,COCA-English::2026-04-04 COCA-English::01-00001-01000
COCA-English::01-00001-01000,go,22b44753-5360-4a0f-8347-0f5d2ab01b9f,a231530f-bd20-5c37-8a35-c20ae9d63596,verb,no obj,ˈgoʊ,https://media.merriam-webster.com/audio/prons/en/us/mp3/g/go000001.mp3,to move or travel to a place,He <em>went</em> to the window and looked out at the yard.,She <em>goes</em> to the office every morning and comes home in the evening.,I'm tired. Let's <em>go</em> home.,She <em>went</em> downstairs to the kitchen.,The train <em>goes</em> from New York to Chicago.,COCA-English::2026-04-04 COCA-English::01-00001-01000
COCA-English::01-00001-01000,go,22b44753-5360-4a0f-8347-0f5d2ab01b9f,d87e14c5-3291-5cf1-996c-1b7dcede22ed,verb,no obj,ˈgoʊ,https://media.merriam-webster.com/audio/prons/en/us/mp3/g/go000001.mp3,to travel to and stay in a place for a particular amount of time,I <em>went</em> with my family to Rome last year.,We're <em>going</em> to Iowa for a week.,,,,COCA-English::2026-04-04 COCA-English::01-00001-01000
COCA-English::01-00001-01000,go,22b44753-5360-4a0f-8347-0f5d2ab01b9f,1d667d9f-2e9b-5324-90ad-097312c9a8cd,verb,no obj,ˈgoʊ,https://media.merriam-webster.com/audio/prons/en/us/mp3/g/go000001.mp3,to move or travel in a particular way or for a particular distance often used figuratively,The car was <em>going</em> too fast.,How much farther do we have to <em>go</em>?,She <em>went</em> a long way to see him.,We <em>went</em> many miles that day.,"<em>Go</em> straight for two blocks, then <em>go</em> right/left at the light.",COCA-English::2026-04-04 COCA-English::01-00001-01000
COCA-English::01-00001-01000,go,22b44753-5360-4a0f-8347-0f5d2ab01b9f,91b76257-1b84-51c2-b78e-1eb9b69fc3d8,verb,no obj,ˈgoʊ,https://media.merriam-webster.com/audio/prons/en/us/mp3/g/go000001.mp3,"to move to or be at a place (such as an office or school) for work, study, etc. + <em>to</em>",She <em>goes to</em> church on Sunday.,She <em>goes to</em> work from 9 a.m. to 5 p.m.,Their son is <em>going to</em> college in Florida. [=he is attending a college in Florida],He <em>went to</em> prison for his crimes.,,COCA-English::2026-04-04 COCA-English::01-00001-01000
COCA-English::01-00001-01000,go,22b44753-5360-4a0f-8347-0f5d2ab01b9f,f2ced2ec-adaa-539c-894b-52483ad0a111,verb,no obj,ˈgoʊ,https://media.merriam-webster.com/audio/prons/en/us/mp3/g/go000001.mp3,to do something that involves moving or traveling to a place often + <em>on</em> often + <em>-ing verb</em>,We're <em>going on</em> vacation next week.,The thieves <em>went on</em> a crime spree.,The neighbors <em>went running</em> [=the neighbors ran] when they heard the screams.,I like to <em>go walking/swimming/shopping</em>. [=I like to walk/swim/shop],,COCA-English::2026-04-04 COCA-English::01-00001-01000
COCA-English::01-00001-01000,go,22b44753-5360-4a0f-8347-0f5d2ab01b9f,6f72fc86-af2a-5d4d-bbf9-c52ba7d91abd,verb,no obj,ˈgoʊ,https://media.merriam-webster.com/audio/prons/en/us/mp3/g/go000001.mp3,"to move or travel to a place for a particular purpose In informal spoken English, <em>go and</em> is used to emphasize a following verb. It usually expresses anger or annoyance. In U.S. English, <em>go</em> by itself is also sometimes used this way.",I <em>went</em> to see them last week.,We <em>went</em> to see a movie last night. = We <em>went</em> to a movie last night.,Are you <em>going</em> to the wedding? [=do you plan to attend the wedding?],I may <em>go</em> to see them next week. = I may <em>go</em> and see them next week. = (<em>US</em>) I may <em>go</em> see them next week.,Now you've <em>gone and</em> ruined it!,COCA-English::2026-04-04 COCA-English::01-00001-01000
COCA-English::01-00001-01000,go,22b44753-5360-4a0f-8347-0f5d2ab01b9f,ed0fbfc8-004f-5b77-b1b8-eeb70da5ef65,verb,#NAME?,ˈgoʊ,https://media.merriam-webster.com/audio/prons/en/us/mp3/g/go000001.mp3,to engage in (<em>doing</em> something),Don't <em>go telling</em> everyone what happened. [=don't tell everyone what happened],He <em>went blabbing</em> the news all over the place.,,,,COCA-English::2026-04-04 COCA-English::01-00001-01000
COCA-English::01-00001-01000,go,22b44753-5360-4a0f-8347-0f5d2ab01b9f,ef12447a-94c1-5ada-868d-1c8ee8e5cfe6,verb,no obj,ˈgoʊ,https://media.merriam-webster.com/audio/prons/en/us/mp3/g/go000001.mp3,to leave a place,It's getting late. I should <em>go</em> now.,It's time to <em>go</em>.,I was just <em>going</em> when the phone rang.,,,COCA-English::2026-04-04 COCA-English::01-00001-01000
COCA-English::01-00001-01000,go,22b44753-5360-4a0f-8347-0f5d2ab01b9f,f3bed918-dc15-538a-b9fb-4b0d2b5a5380,verb,no obj,ˈgoʊ,https://media.merriam-webster.com/audio/prons/en/us/mp3/g/go000001.mp3,"to leave a job, position, etc.",Pack up your desk and <em>go</em>.,"She's retiring soon, and it'll be sad for all of us to see her <em>go</em>.",,,,COCA-English::2026-04-04 COCA-English::01-00001-01000
COCA-English::01-00001-01000,go,22b44753-5360-4a0f-8347-0f5d2ab01b9f,85739bd6-63c5-5689-a9b7-413dc159ea8a,verb,no obj; + obj,ˈgoʊ,https://media.merriam-webster.com/audio/prons/en/us/mp3/g/go000001.mp3,to lie or move along a particular route or in a particular direction often used figuratively,The road <em>goes</em> from the town to the lake.,His land <em>goes</em> almost all the way down to the river.,Are you <em>going</em> my way? [=are you going in the same direction that I'm going in?],The car <em>went</em> the length of the street and then turned around.,She <em>went</em> the conventional route [=she did the conventional thing] by going straight to college after high school.,COCA-English::2026-04-04 COCA-English::01-00001-01000
COCA-English::01-00001-01000,go,22b44753-5360-4a0f-8347-0f5d2ab01b9f,8cad3921-61f1-5e8e-837a-26e859b55983,verb,no obj,ˈgoʊ,https://media.merriam-webster.com/audio/prons/en/us/mp3/g/go000001.mp3,to provide a way to get to a place,That door <em>goes</em> to the cellar. [=you can get to the cellar by going through that door],Where does this road <em>go</em>?,,,,COCA-English::2026-04-04 COCA-English::01-00001-01000
COCA-English::01-00001-01000,go,22b44753-5360-4a0f-8347-0f5d2ab01b9f,18de33e4-a21d-5ede-a841-e2e2f5f33413,verb,no obj,ˈgoʊ,https://media.merriam-webster.com/audio/prons/en/us/mp3/g/go000001.mp3,to be sent,The message <em>went</em> by e-mail to all members of the staff.,,,,,COCA-English::2026-04-04 COCA-English::01-00001-01000
COCA-English::01-00001-01000,go,22b44753-5360-4a0f-8347-0f5d2ab01b9f,30e19d60-f9cd-5bd7-bbbf-fc838e7642c0,verb,no obj,ˈgoʊ,https://media.merriam-webster.com/audio/prons/en/us/mp3/g/go000001.mp3,"to be lost, used, or spent often used with <em>all</em>",I don't know where the money <em>goes</em>.,"I put my keys here a few minutes ago, and now they're <em>gone</em>. = (<em>Brit</em>) I put my keys here a few minutes ago, and now they've <em>gone</em>.",The money was <em>all gone</em> by Friday. = <em>All</em> (of) the money was <em>gone</em> by Friday.,"""Is there any ice cream left?"" ""No, it's <em>all gone</em>.""",,COCA-English::2026-04-04 COCA-English::01-00001-01000
COCA-English::01-00001-01000,go,22b44753-5360-4a0f-8347-0f5d2ab01b9f,848b7c30-c0dd-5868-a198-57dce4bc0e31,verb,no obj,ˈgoʊ,https://media.merriam-webster.com/audio/prons/en/us/mp3/g/go000001.mp3,to die,She <em>went</em> peacefully at about midnight.,,,,,COCA-English::2026-04-04 COCA-English::01-00001-01000
COCA-English::01-00001-01000,go,22b44753-5360-4a0f-8347-0f5d2ab01b9f,4cfef643-170e-59cd-8be5-823c07cfa66c,verb,no obj,ˈgoʊ,https://media.merriam-webster.com/audio/prons/en/us/mp3/g/go000001.mp3,to pass,The time/day seemed to <em>go</em> very quickly/slowly.,,,,,COCA-English::2026-04-04 COCA-English::01-00001-01000
COCA-English::01-00001-01000,go,22b44753-5360-4a0f-8347-0f5d2ab01b9f,e6e63a59-dfcd-58ac-8904-3b884e30f020,verb,no obj,ˈgoʊ,https://media.merriam-webster.com/audio/prons/en/us/mp3/g/go000001.mp3,to happen in a particular way,The evening <em>went</em> well/badly.,She worked hard to make the party <em>go</em> according to plan.,"<em>The way things are going</em> [=if things keep happening this way], I may get laid off.","We lost the game, but <em>that's the way it/life goes</em>. [=it is a fact that bad or disappointing things will happen sometimes]",,COCA-English::2026-04-04 COCA-English::01-00001-01000
COCA-English::01-00001-01000,go,22b44753-5360-4a0f-8347-0f5d2ab01b9f,cdf4e242-9d8d-51d5-8987-dce5132964a7,verb,no obj,ˈgoʊ,https://media.merriam-webster.com/audio/prons/en/us/mp3/g/go000001.mp3,used to talk or ask about how you are feeling,"""How are things <em>going</em>? = How's everything <em>going</em>? = How's it <em>going</em>?"" ""Everything's <em>going</em> well/fine/great.""",,,,,COCA-English::2026-04-04 COCA-English::01-00001-01000
COCA-English::01-00001-01000,go,22b44753-5360-4a0f-8347-0f5d2ab01b9f,b08b96d5-cb61-5ffd-b376-6bea27a1852f,verb,no obj,ˈgoʊ,https://media.merriam-webster.com/audio/prons/en/us/mp3/g/go000001.mp3,"to be given up, thrown away, etc.","I want to keep these, but that one can <em>go</em>.",These old boxes <em>have got to go</em>. = These old boxes <em>have to go</em>. [=we have to get rid of these old boxes],,,,COCA-English::2026-04-04 COCA-English::01-00001-01000
COCA-English::01-00001-01000,go,22b44753-5360-4a0f-8347-0f5d2ab01b9f,75efccaf-f2f5-594c-9e81-37b4fd187df9,verb,no obj,ˈgoʊ,https://media.merriam-webster.com/audio/prons/en/us/mp3/g/go000001.mp3,to be sold,The house <em>went</em> for a good price.,The cabinets <em>go</em> for about $400.,The painting will <em>go</em> to the highest bidder.,,,COCA-English::2026-04-04 COCA-English::01-00001-01000
COCA-English::01-00001-01000,go,22b44753-5360-4a0f-8347-0f5d2ab01b9f,5a6a0442-ee07-5a0c-80ea-b345f696c437,verb,no obj,ˈgoʊ,https://media.merriam-webster.com/audio/prons/en/us/mp3/g/go000001.mp3,to be willing to pay a certain price for something,"I'll <em>go</em> as high as $100, but not over that.",,,,,COCA-English::2026-04-04 COCA-English::01-00001-01000
COCA-English::01-00001-01000,go,22b44753-5360-4a0f-8347-0f5d2ab01b9f,075050c3-0cdf-5858-8eaa-c690239249a8,verb,no obj,ˈgoʊ,https://media.merriam-webster.com/audio/prons/en/us/mp3/g/go000001.mp3,"to fail or become weak because of use, age, etc.",His hearing has started to <em>go</em>.,The batteries in the flashlight are <em>going</em> and will have to be changed.,,,,COCA-English::2026-04-04 COCA-English::01-00001-01000
